Site_ID,Year of planting,Site_type,tree_species,gbh1,gbh2,gbh3,gbh4,gbh5,gbh6,gbh7,gbh8,gbh9,gbh10,gbh11,height,Leaf_litter,Canopy_overlap,Foliage_score,0=,1=,2=,4=,8=,16=,24=,32=,Cane,Bamboo,Canopy_cover
HP36_P1B,NA,Benchmark,Litsea bourdillonii,10,0,0,0,0,0,0,0,0,0,0,6.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,18,0,0,0,0,0,0,0,0,0,0,5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,10,0,0,0,0,0,0,0,0,0,0,4.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,12,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,13,0,0,0,0,0,0,0,0,0,0,5.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,14,0,0,0,0,0,0,0,0,0,0,4.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,12,0,0,0,0,0,0,0,0,0,0,4,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Cinnamomum malabathrum,11,0,0,0,0,0,0,0,0,0,0,4.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Antidesma menausa,54,12,0,0,0,0,0,0,0,0,0,13,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Beilschmiedia wightii,16,0,0,0,0,0,0,0,0,0,0,7,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,29,11,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,10,0,0,0,0,0,0,0,0,0,0,4.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,27,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Clerodendrum infortunatum,31,0,0,0,0,0,0,0,0,0,0,12,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Mastixia arborea,73,0,0,0,0,0,0,0,0,0,0,15,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,16,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Palaquium ellipticum,215,0,0,0,0,0,0,0,0,0,0,25,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ormosia travancorica,10,0,0,0,0,0,0,0,0,0,0,5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,12,0,0,0,0,0,0,0,0,0,0,4.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Syzygium densiflorum,16,0,0,0,0,0,0,0,0,0,0,5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Actinodaphne tadulingamii,16,0,0,0,0,0,0,0,0,0,0,8,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Neolitsea zeylanica,12,0,0,0,0,0,0,0,0,0,0,5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Palaquium ellipticum,165,0,0,0,0,0,0,0,0,0,0,28,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Diospyros sylvatica,96,0,0,0,0,0,0,0,0,0,0,20,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Aphanamixis polystachya,42,0,0,0,0,0,0,0,0,0,0,6.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,16,0,0,0,0,0,0,0,0,0,0,7,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Murraya paniculata,11,0,0,0,0,0,0,0,0,0,0,5.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,10,0,0,0,0,0,0,0,0,0,0,4.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Beilschmiedia wightii,13,0,0,0,0,0,0,0,0,0,0,5.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,21,0,0,0,0,0,0,0,0,0,0,9,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Bhesa indica,160,0,0,0,0,0,0,0,0,0,0,26,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Clerodendrum infortunatum,32,0,0,0,0,0,0,0,0,0,0,12,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Apollonias arnottii,10,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,16,0,0,0,0,0,0,0,0,0,0,5.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,10,0,0,0,0,0,0,0,0,0,0,4,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,17,0,0,0,0,0,0,0,0,0,0,6.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Dimocarpus longan,125,0,0,0,0,0,0,0,0,0,0,19,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Syzygium gardneri,55,0,0,0,0,0,0,0,0,0,0,13.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,13,0,0,0,0,0,0,0,0,0,0,4.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,15,0,0,0,0,0,0,0,0,0,0,5.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Myristica dactyloides,145,0,0,0,0,0,0,0,0,0,0,27,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,15,0,0,0,0,0,0,0,0,0,0,6.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea floribunda,10,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Atalantia racemosa,12,0,0,0,0,0,0,0,0,0,0,5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Dimocarpus longan,15,0,0,0,0,0,0,0,0,0,0,7.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,14,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Cinnamomum malabathrum,61,0,0,0,0,0,0,0,0,0,0,10.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,20,0,0,0,0,0,0,0,0,0,0,10,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,11,0,0,0,0,0,0,0,0,0,0,4,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Cinnamomum malabathrum,10,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea floribunda,11,0,0,0,0,0,0,0,0,0,0,6.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Thottea siliquosa,11,10,0,0,0,0,0,0,0,0,0,3.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,32,26,0,0,0,0,0,0,0,0,0,7.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Cullenia exarillata,267,0,0,0,0,0,0,0,0,0,0,31,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Mastixia arborea,87,0,0,0,0,0,0,0,0,0,0,18,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,11,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,10,0,0,0,0,0,0,0,0,0,0,5.5,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Croton zeylanicus,11,11,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Ardisia pauciflora,16,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Litsea stocksii,11,0,0,0,0,0,0,0,0,0,0,6,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P1B,NA,Benchmark,Dimocarpus longan,137,0,0,0,0,0,0,0,0,0,0,23,7.5,1,8,1,1,1,1,1,1,1,1,0,0,80
HP36_P2B,NA,Benchmark,Thottea siliquosa,13,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,14,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Cullenia exarillata,177,0,0,0,0,0,0,0,0,0,0,20,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Dimocarpus longan,12,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Dimocarpus longan,11,0,0,0,0,0,0,0,0,0,0,5.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea oleiodes,10,0,0,0,0,0,0,0,0,0,0,4,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,14,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Myristica dactyloides,11,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Palaquium ellipticum,180,0,0,0,0,0,0,0,0,0,0,30,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,18,0,0,0,0,0,0,0,0,0,0,7,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Cinnamomum malabathrum,10,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,20,0,0,0,0,0,0,0,0,0,0,8.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,15,0,0,0,0,0,0,0,0,0,0,6,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,13,0,0,0,0,0,0,0,0,0,0,6.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,11,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,25,0,0,0,0,0,0,0,0,0,0,9,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,14,0,0,0,0,0,0,0,0,0,0,6,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,21,0,0,0,0,0,0,0,0,0,0,7,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,13,0,0,0,0,0,0,0,0,0,0,6.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea floribunda,10,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Diospyros sylvatica,131,12,0,0,0,0,0,0,0,0,0,23,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Villebrunea integrifolia,13,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Maesa indica,21,0,0,0,0,0,0,0,0,0,0,6.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Persea macarantha,14,0,0,0,0,0,0,0,0,0,0,8,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,18,0,0,0,0,0,0,0,0,0,0,8,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,12,0,0,0,0,0,0,0,0,0,0,6.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,10,0,0,0,0,0,0,0,0,0,0,4,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Antidesma menausa,26,0,0,0,0,0,0,0,0,0,0,7,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,11,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,15,0,0,0,0,0,0,0,0,0,0,5.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Ardisia pauciflora,12,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Cryptocarya wightii,10,0,0,0,0,0,0,0,0,0,0,8.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,11,0,0,0,0,0,0,0,0,0,0,4,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Maesa indica,14,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,12,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,11,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Cinnamomum malabathrum,10,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,10,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,10,0,0,0,0,0,0,0,0,0,0,3.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Dimocarpus longan,12,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,14,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Atalantia racemosa,10,0,0,0,0,0,0,0,0,0,0,3.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Cinnamomum malabathrum,15,0,0,0,0,0,0,0,0,0,0,5.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Dimocarpus longan,10,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Dimocarpus longan,10,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,11,11,11,0,0,0,0,0,0,0,0,5.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea oleiodes,16,0,0,0,0,0,0,0,0,0,0,11,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea bourdillonii,15,0,0,0,0,0,0,0,0,0,0,6,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,11,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,11,10,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea oleiodes,10,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Atalantia racemosa,10,0,0,0,0,0,0,0,0,0,0,3.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,27,0,0,0,0,0,0,0,0,0,0,8,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,16,0,0,0,0,0,0,0,0,0,0,6.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,11,0,0,0,0,0,0,0,0,0,0,4,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,11,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea floribunda,16,0,0,0,0,0,0,0,0,0,0,6.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,11,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Ardisia pauciflora,15,0,0,0,0,0,0,0,0,0,0,5.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,33,0,0,0,0,0,0,0,0,0,0,9,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,15,0,0,0,0,0,0,0,0,0,0,6,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Dimocarpus longan,13,0,0,0,0,0,0,0,0,0,0,6,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea oleiodes,11,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,12,0,0,0,0,0,0,0,0,0,0,4,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,22,0,0,0,0,0,0,0,0,0,0,6.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,15,0,0,0,0,0,0,0,0,0,0,8.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Croton zeylanicus,14,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Neolitsea zeylanica,10,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Ardisia pauciflora,11,0,0,0,0,0,0,0,0,0,0,4,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,16,0,0,0,0,0,0,0,0,0,0,6,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,12,0,0,0,0,0,0,0,0,0,0,4,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Clerodendrum infortunatum,21,0,0,0,0,0,0,0,0,0,0,7.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,11,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,10,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Villebrunea integrifolia,28,0,0,0,0,0,0,0,0,0,0,7,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,11,0,0,0,0,0,0,0,0,0,0,5.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Cullenia exarillata,142,0,0,0,0,0,0,0,0,0,0,25,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Psychotria sp.,10,0,0,0,0,0,0,0,0,0,0,3.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Litsea stocksii,13,0,0,0,0,0,0,0,0,0,0,6.5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Dimocarpus longan,12,0,0,0,0,0,0,0,0,0,0,7,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Bhesa indica,129,0,0,0,0,0,0,0,0,0,0,28,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Actinodaphne tadulingamii,10,0,0,0,0,0,0,0,0,0,0,5,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P2B,NA,Benchmark,Thottea siliquosa,13,13,10,0,0,0,0,0,0,0,0,4,2.5,1,8,1,1,1,1,1,1,1,1,0,0,75
HP36_P3B,NA,Benchmark,Ardisia pauciflora,26,0,0,0,0,0,0,0,0,0,0,8.5,8.5,2,8,1,1,1,1,1,1,1,1,0,0,65
HP36_P3B,NA,Benchmark,Ardisia pauciflora,23,24,0,0,0,0,0,0,0,0,0,8,8.5,2,8,1,1,1,1,1,1,1,1,0,0,65
HP36_P3B,NA,Benchmark,Lepisanthes deficiens,24,0,0,0,0,0,0,0,0,0,0,8,8.5,2,8,1,1,1,1,1,1,1,1,0,0,65
HP36_P3B,NA,Benchmark,Ardisia pauciflora,21,0,0,0,0,0,0,0,0,0,0,7,8.5,2,8,1,1,1,1,1,1,1,1,0,0,65
HP36_P3B,NA,Benchmark,Clerodendrum infortunatum,39,0,0,0,0,0,0,0,0,0,0,12,8.5,2,8,1,1,1,1,1,1,1,1,0,0,65
HP36_P3B,NA,Benchmark,Litsea stocksii,16,0,0,0,0,0,0,0,0,0,0,7,8.5,2,8,1,1,1,1,1,1,1,1,0,0,65
